0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
1628	1450	53	3	33	156	141	28	33	3	3	24	7	7	108	38	38	27	23	14	10	4	36	37	47	50	86
1063	1126	53	2	23	115	90	19	24	2	2	16	5	5	84	30	30	22	16	10	7	3	22	26	33	35	57
1173	1342	53	3	29	137	126	25	29	3	3	22	6	6	103	35	35	26	20	13	9	3	29	33	43	45	74
1334	1420	53	3	32	98	62	27	21	3	3	23	8	8	83	30	30	25	22	14	10	3	14	36	46	49	62
1483	1361	53	3	29	122	88	25	26	2	2	20	7	7	84	30	30	24	21	13	9	3	20	34	43	46	66
1048	1258	53	2	27	107	87	22	23	2	2	18	7	7	84	30	29	22	19	12	8	3	21	30	39	41	62
1583	1583	53	3	36	126	112	31	28	3	3	26	8	8	99	34	33	27	25	16	11	4	24	41	53	56	80
1197	1168	53	2	24	129	92	20	27	2	2	17	6	6	86	32	32	24	17	10	7	2	26	27	35	37	62
1210	1319	53	3	29	140	121	24	29	2	2	21	6	6	99	34	34	26	20	12	9	3	30	32	41	44	74
1426	1456	53	3	33	101	64	28	22	3	3	23	8	8	83	30	30	26	23	14	10	3	14	37	48	50	64
1430	1602	53	3	37	131	109	32	29	3	3	26	9	9	98	35	35	29	26	16	11	4	24	42	54	57	81
1844	1735	53	4	41	162	163	36	36	4	4	29	9	9	120	39	39	31	29	18	12	4	40	47	60	63	103
1119	1434	53	3	32	104	81	27	23	3	3	23	8	8	86	31	31	25	22	14	10	3	17	36	47	49	66
1287	1531	53	3	35	108	79	30	24	3	3	25	9	9	89	32	32	27	25	15	11	4	18	40	51	54	72
1330	1321	53	3	28	123	96	24	26	2	2	20	6	6	89	31	31	25	20	13	9	3	22	32	42	44	66
1481	1302	53	3	28	141	129	23	30	2	2	20	6	6	101	35	35	26	20	12	9	3	33	32	41	43	76
1232	1312	53	2	29	132	97	24	28	2	2	20	7	7	91	33	33	25	20	12	9	3	25	32	41	44	69
1544	1676	53	4	39	121	112	34	27	4	3	27	9	9	99	34	34	27	27	17	12	4	24	44	57	61	84
1199	1248	53	2	26	107	77	22	23	2	2	18	7	7	79	29	29	22	18	12	8	3	18	30	38	41	59
1225	1493	53	3	34	106	73	29	23	3	3	24	8	8	87	31	31	27	24	15	10	4	15	38	49	52	67
1546	1690	53	3	39	130	151	34	29	4	4	29	10	10	111	35	35	29	27	18	12	4	31	45	58	61	93
1324	1387	53	3	31	131	104	26	28	3	3	22	7	7	93	33	33	26	21	13	9	3	24	35	44	47	71
1438	1715	53	3	40	153	149	35	34	4	4	28	9	9	112	37	37	30	28	18	12	4	35	46	59	62	98
1217	1269	53	3	27	121	102	22	25	2	2	19	6	6	89	31	31	24	19	12	8	3	25	31	39	42	67
1358	1501	53	3	34	106	86	29	23	3	3	24	9	8	92	32	32	26	24	15	10	4	19	39	50	52	72
1219	1291	53	2	28	119	77	23	25	2	2	19	7	7	81	30	30	24	19	12	8	3	20	31	40	43	62
1224	1370	53	3	30	93	52	25	20	2	2	20	7	7	74	26	27	23	21	14	9	3	10	34	44	46	57
1256	1367	53	3	30	118	102	25	25	2	2	20	7	7	90	30	30	24	21	13	9	3	24	34	43	46	70
1239	1346	53	3	29	117	93	25	24	2	2	20	7	7	86	30	30	24	20	13	9	3	23	33	43	45	68
1364	1217	53	2	25	121	102	21	25	2	2	18	6	6	88	31	30	23	18	11	8	3	24	29	37	39	64
1767	1663	53	3	39	146	141	33	32	4	4	27	9	9	108	36	36	29	27	17	12	4	33	44	57	60	93
1414	1582	53	3	36	100	81	31	22	3	3	25	9	9	88	31	30	25	25	16	11	4	17	41	53	56	73
1238	1264	53	2	27	122	103	22	26	2	2	19	6	6	90	31	31	24	19	12	8	3	26	30	39	41	67
1159	1255	53	3	26	107	66	22	22	2	2	17	6	6	73	27	27	22	18	12	8	3	14	30	39	41	55
1251	1271	53	3	27	111	98	23	23	2	2	19	7	7	89	30	30	23	19	12	8	3	24	31	39	42	65
1479	1549	53	3	36	119	93	31	26	3	3	25	8	8	95	34	33	27	25	15	11	4	21	40	52	55	76
2079	1715	53	3	41	147	167	35	32	4	4	30	9	9	122	40	40	31	28	18	12	4	37	46	59	62	99
1508	1374	53	3	30	112	106	25	24	2	2	21	8	8	90	30	29	24	21	13	9	3	24	34	44	47	70
1507	1556	53	3	36	112	83	31	25	3	3	25	9	8	92	33	32	26	25	15	11	4	19	40	52	55	74
998	1151	54	2	23	96	46	19	20	2	2	16	5	5	69	27	26	21	16	10	7	2	11	27	34	36	47
1267	1306	54	2	28	106	92	24	23	2	2	21	6	6	90	31	31	25	20	12	9	3	19	32	41	43	63
1735	1719	54	3	41	139	124	35	31	4	4	29	9	9	107	37	36	30	29	18	12	4	28	46	59	62	90
1889	1636	54	3	38	131	100	33	29	3	3	26	9	9	95	34	34	28	27	16	12	4	24	43	55	59	82
1280	1195	54	2	25	105	79	20	22	2	2	17	6	6	81	28	28	22	17	11	7	3	18	28	36	38	56
1409	1404	54	3	31	155	140	26	33	3	3	23	7	7	106	38	38	27	22	14	9	3	36	35	45	48	84
1293	1243	54	2	26	104	72	22	22	2	2	18	6	6	79	28	28	22	18	12	8	3	17	30	38	40	57
1055	1127	54	2	23	98	55	19	21	2	2	16	5	5	74	26	26	22	16	10	7	2	12	26	33	35	47
1470	1302	54	2	28	100	70	23	21	2	2	18	7	7	77	27	27	22	19	13	8	3	16	32	41	43	59
1253	1542	54	3	35	98	36	30	22	3	3	25	8	8	77	30	29	27	25	15	11	3	8	40	51	54	62
1297	1530	54	3	35	123	94	30	27	3	3	26	8	8	95	34	34	29	24	15	11	3	20	40	51	54	73
1661	1590	54	3	37	103	85	32	23	3	3	25	9	9	91	31	31	26	26	16	11	4	19	42	53	57	75
1129	1193	54	2	25	125	100	20	26	2	2	17	6	6	88	31	31	23	17	11	7	3	26	28	36	38	64
1421	1425	54	3	32	100	65	27	22	3	3	22	8	7	83	29	29	24	22	14	10	3	15	36	46	49	63
1424	1719	54	3	41	121	85	35	27	4	4	28	10	10	91	33	33	28	28	18	12	4	19	46	59	62	82
1336	1543	54	3	36	121	88	30	27	3	3	24	8	8	91	34	34	27	25	15	11	4	21	40	51	54	75
1244	1618	54	3	37	104	84	32	23	3	3	26	10	10	89	31	31	26	26	16	11	4	18	43	55	58	76
1193	1613	54	3	37	122	82	32	27	3	3	25	9	9	88	33	33	27	26	16	11	4	20	42	54	58	77
868	1239	54	2	26	104	77	22	22	2	2	18	6	6	80	28	28	23	18	12	8	3	17	30	38	40	57
1344	1510	54	3	34	101	68	29	22	3	3	24	8	8	86	31	31	26	24	15	10	4	15	39	50	53	67
1440	1536	54	3	35	112	73	30	25	3	3	25	8	8	87	32	32	27	25	15	11	4	16	40	51	54	70
1300	1623	54	3	38	112	80	32	25	3	3	26	9	9	89	32	32	27	26	16	11	4	18	43	55	58	76
1103	1178	54	2	24	123	99	20	26	2	2	18	6	6	89	32	31	23	17	11	7	3	25	27	35	37	62
1330	1208	54	2	25	149	118	21	31	2	2	19	6	6	97	35	36	25	18	11	8	3	32	29	37	39	70
1677	1787	54	4	42	125	133	37	27	4	4	29	10	11	107	34	34	28	30	19	13	4	28	48	62	66	94
959	1232	54	2	26	116	98	21	24	2	2	18	6	6	86	30	30	23	18	12	8	3	23	29	38	40	62
1209	1495	54	3	33	111	96	28	25	3	3	24	8	8	92	31	31	26	23	15	10	4	19	39	49	52	71
1333	1367	54	3	30	125	90	25	26	2	2	21	7	7	89	32	32	25	21	13	9	3	21	34	44	46	68
1280	1492	54	3	34	99	73	29	22	3	3	24	8	8	86	31	30	26	24	15	10	3	15	38	49	52	67
1568	1681	54	3	40	126	101	34	28	4	4	28	9	9	97	35	35	29	28	17	12	4	22	45	57	61	83
1174	1199	54	2	25	108	73	21	23	2	2	17	6	6	79	29	29	22	17	11	8	3	18	28	36	38	57
1481	1404	54	3	31	156	150	26	33	3	3	23	7	7	110	37	37	28	22	14	9	3	37	35	45	48	85
1173	1398	54	3	31	99	51	26	22	3	3	22	7	7	80	29	29	25	22	13	9	3	12	35	45	48	59
1470	1597	54	3	37	112	84	32	25	3	3	26	9	9	90	32	32	27	26	16	11	4	19	42	54	57	75
1025	1174	54	2	24	111	82	20	23	2	2	17	6	6	82	29	28	22	17	10	7	3	20	27	35	37	57
1259	1336	54	2	30	107	73	25	24	2	2	21	7	7	86	31	31	24	21	12	9	3	19	33	42	45	64
1032	1158	54	2	23	112	95	19	24	2	2	16	6	6	83	29	29	22	16	10	7	3	24	27	34	37	60
1047	1201	54	2	25	156	133	21	33	2	2	19	6	6	102	37	36	26	17	11	8	3	37	28	36	39	75
1054	1180	54	2	24	126	87	20	26	2	2	17	6	6	84	31	31	23	17	10	7	3	24	28	35	38	61
1131	1211	54	2	25	109	76	21	23	2	2	18	6	6	83	30	29	23	18	11	8	3	18	29	37	39	57
1427	1700	54	3	40	105	56	34	23	4	3	27	10	10	82	31	31	27	28	17	12	4	12	45	58	62	74
903	1210	54	2	25	121	112	21	25	2	2	18	6	6	93	31	31	24	18	11	8	3	26	29	37	39	65
1329	1614	54	3	38	116	72	32	26	3	3	25	9	9	86	32	32	27	26	16	11	4	17	42	54	58	75
1537	1552	54	3	36	111	92	30	24	3	3	25	9	9	93	32	32	26	25	16	11	4	20	40	52	55	75
1085	1196	54	2	25	105	71	20	22	2	2	17	5	5	78	28	28	22	17	11	7	3	16	28	36	38	55
962	1276	54	2	27	91	50	23	19	2	2	18	7	7	73	26	26	22	19	12	8	3	11	31	40	42	53
1830	1816	54	4	44	143	122	38	31	4	4	30	10	10	106	37	37	31	31	19	13	5	28	49	63	67	95
1176	1444	54	3	33	96	46	28	21	3	3	23	8	8	79	29	29	25	23	14	10	3	11	37	47	50	60
1502	1492	54	3	33	101	56	28	22	3	3	23	8	8	75	29	29	26	23	16	10	3	11	39	49	52	63
1228	1316	54	2	29	114	93	24	24	2	2	21	7	7	92	32	32	24	20	12	9	3	22	32	41	44	66
1452	1424	54	3	32	125	93	27	26	3	3	23	7	7	94	34	34	27	23	13	10	3	23	36	46	49	72
1674	1698	54	3	40	146	126	35	32	4	4	29	9	9	108	38	39	31	28	17	12	4	29	45	58	62	91
1188	1348	54	3	29	114	94	25	24	2	2	21	7	7	91	31	31	24	21	13	9	3	22	33	43	45	67
1523	1811	54	4	44	113	96	38	25	4	4	31	10	10	101	34	34	29	31	19	13	5	19	49	63	67	86
1534	1597	54	3	37	115	106	32	25	3	3	27	9	9	100	34	34	27	26	16	11	4	24	42	54	57	80
1366	1752	55	4	42	129	108	36	28	4	4	29	9	9	101	36	35	29	29	18	13	4	23	47	60	64	87
1329	1432	55	3	32	109	68	28	24	3	3	23	8	7	87	32	32	27	23	14	10	3	16	36	47	49	65
1101	1236	55	2	26	108	63	21	23	2	2	18	6	6	74	28	28	23	18	12	8	3	14	30	38	40	54
1258	1462	55	3	33	119	97	28	25	3	3	24	8	8	94	33	33	27	23	14	10	3	22	37	48	51	72
1535	1578	55	3	36	108	80	31	24	3	3	25	9	9	88	31	31	26	25	16	11	4	17	41	53	56	73
1094	1278	55	2	27	119	91	23	25	2	2	19	6	6	87	31	31	24	19	12	8	3	20	31	40	42	62
1601	1655	55	3	39	128	99	33	28	3	4	27	9	9	96	35	35	29	27	17	12	4	23	44	56	60	82
965	1133	55	2	23	96	48	19	20	2	2	15	5	5	68	26	26	21	16	10	7	2	11	26	33	35	46
1417	1678	55	3	40	105	57	34	23	4	3	27	10	10	84	31	31	27	28	17	12	4	13	45	57	61	74
1195	1412	55	3	32	107	83	27	23	3	3	22	8	8	90	32	32	25	22	13	10	3	20	35	46	48	68
1368	1681	55	3	39	112	90	34	25	4	4	28	9	9	94	32	32	28	28	17	12	4	18	45	57	61	79
1029	1290	55	3	27	106	88	23	22	2	2	19	7	7	83	28	28	22	19	12	8	3	21	31	40	43	63
1473	1322	55	2	29	167	131	24	35	3	2	21	7	7	104	38	38	27	20	12	9	3	39	32	42	44	83
1466	1649	55	3	39	129	115	33	28	3	3	27	9	9	102	36	36	28	27	16	12	4	27	43	56	59	86
1381	1279	55	2	27	130	96	23	27	2	2	19	6	6	88	32	32	24	19	12	8	3	25	31	40	42	67
977	1146	55	2	23	77	28	19	16	2	2	16	6	6	66	23	23	20	16	10	7	2	6	27	34	36	42
1057	1176	55	2	25	110	78	20	23	2	2	17	6	6	83	30	30	23	17	10	7	3	20	27	35	37	57
1028	1171	55	2	24	110	78	20	23	2	2	17	6	6	82	30	29	23	17	11	7	3	19	27	35	37	56
1598	1632	55	3	38	108	101	32	24	3	3	26	10	10	94	32	32	26	26	17	11	4	21	43	55	58	80
878	1135	55	2	23	111	104	19	23	2	2	16	6	6	87	29	29	22	16	10	7	3	25	26	33	35	61
1378	1575	55	3	36	111	58	31	24	3	3	23	10	9	79	30	30	26	25	16	11	4	15	41	53	56	71
1287	1240	55	2	26	115	86	22	24	2	2	18	6	6	84	30	30	24	18	12	8	3	20	30	38	40	60
1080	1099	55	2	22	112	90	18	24	2	2	16	5	5	84	29	29	22	15	10	7	2	21	25	32	34	55
1162	1361	55	3	30	114	82	25	24	3	2	21	7	7	87	31	31	25	21	13	9	3	18	34	43	46	64
1104	1145	55	2	23	112	79	19	24	2	2	17	5	5	83	30	30	23	16	10	7	3	19	26	34	36	55
1232	1301	55	2	28	106	71	23	22	2	2	19	7	6	82	29	29	23	20	12	8	3	16	32	41	43	59
1503	1619	55	3	37	106	93	32	23	3	3	26	9	9	91	31	31	26	26	17	11	4	18	43	55	58	76
1782	1805	55	4	43	155	153	37	34	4	4	31	10	10	114	39	39	31	30	19	13	4	35	49	63	66	102
1269	1331	55	3	29	131	95	24	28	2	2	20	6	7	89	33	32	25	20	13	9	3	23	33	42	45	68
1102	1274	55	3	27	108	77	23	23	2	2	18	6	6	82	29	29	22	19	12	8	3	19	31	39	42	61
1467	1693	55	3	40	125	94	34	27	4	4	27	9	9	94	34	34	28	28	17	12	4	21	45	58	61	82
1247	1312	55	2	28	154	119	24	32	2	3	21	6	6	100	36	36	27	20	12	9	3	31	32	41	44	75
1402	1634	55	3	38	113	88	33	25	3	3	27	9	9	95	33	33	28	27	16	12	4	19	43	55	59	77
1310	1510	55	3	34	97	40	29	21	3	3	24	8	8	76	29	29	26	24	15	10	3	9	39	50	53	62
1210	1486	55	3	33	105	65	28	23	3	3	23	8	8	80	29	29	25	23	15	10	4	13	38	49	52	65
1252	1185	55	2	24	142	109	20	30	2	2	18	6	6	92	34	34	25	17	11	7	3	29	28	36	38	67
1088	1126	55	2	23	111	79	19	23	2	2	16	5	5	81	29	29	22	16	10	7	2	19	26	33	35	54
1285	1167	55	2	24	115	91	20	24	2	2	17	5	5	87	31	30	23	17	10	7	3	22	27	35	37	59
1488	1574	55	3	36	137	112	31	29	3	3	24	9	8	96	33	33	26	25	16	11	4	27	41	52	56	82
1251	1206	55	2	25	116	89	21	24	2	2	17	6	6	83	30	30	23	17	11	8	3	21	29	36	39	59
1412	1347	55	2	29	137	103	25	29	3	3	21	7	7	92	34	34	27	20	13	9	3	25	33	43	45	70
1200	1446	55	3	32	117	88	27	25	3	3	21	8	8	85	30	30	25	22	14	10	4	20	37	47	50	69
1470	1591	55	3	37	120	91	32	26	3	3	26	8	8	94	33	33	28	26	16	11	4	20	42	53	57	77
1192	1344	55	3	29	111	92	24	23	2	2	20	7	8	84	29	29	23	20	13	9	3	21	33	43	45	66
1482	1383	55	3	30	102	88	26	22	3	2	22	8	8	88	30	30	24	21	13	9	3	19	35	44	47	66
1133	1495	55	3	34	90	42	29	20	3	3	24	9	9	77	29	28	26	24	15	10	3	9	39	50	52	61
1353	1479	55	3	34	111	81	29	24	3	3	24	8	8	89	32	32	27	24	14	10	3	19	38	49	51	70
990	1162	55	2	24	113	85	20	24	2	2	17	6	5	85	31	30	23	17	10	7	3	21	27	35	37	58
1248	1218	55	2	25	117	89	21	25	2	2	17	6	6	82	30	29	23	18	11	8	3	21	29	37	39	60
2004	1925	55	4	47	142	131	41	31	4	4	32	11	11	108	36	37	30	33	20	14	5	30	53	68	72	102
1219	1456	55	3	32	122	97	27	26	3	3	22	8	8	89	31	31	25	23	14	10	4	22	37	47	50	72
2121	1783	55	3	43	159	146	37	35	4	4	32	9	10	116	41	41	34	30	18	13	4	34	48	62	65	99
1546	1613	55	3	37	103	72	32	23	3	3	25	9	9	86	30	30	26	26	17	11	4	14	42	54	58	72
1353	1151	55	2	23	137	122	19	29	2	2	18	5	5	97	34	34	25	16	11	7	2	29	27	34	36	65
1097	1208	55	2	25	99	54	21	21	2	2	18	6	6	76	27	27	23	18	11	8	3	12	29	37	39	51
1671	1679	55	3	40	118	80	34	26	4	4	28	9	9	93	34	33	28	28	17	12	4	17	45	57	61	78
1280	1387	56	3	31	153	135	26	32	3	3	22	7	7	105	36	36	27	21	13	9	3	34	35	44	47	81
1475	1755	56	4	42	118	94	36	26	4	4	28	10	10	94	34	33	28	29	18	13	4	20	47	61	64	84
1850	1720	56	4	41	123	88	35	27	4	4	27	10	10	91	33	33	28	28	18	12	4	19	46	59	63	82
1377	1608	56	3	37	124	132	32	27	3	3	26	9	9	107	35	35	27	26	16	11	4	29	42	54	57	87
1611	1745	56	4	41	125	125	35	28	4	4	29	10	10	103	34	34	29	29	19	12	4	26	47	60	64	89
1493	1536	56	3	35	115	77	30	25	3	3	25	8	8	88	33	33	27	25	15	11	4	17	40	51	54	71
1333	1432	56	3	31	129	131	27	27	3	3	23	7	7	101	33	32	25	22	14	10	4	29	36	46	49	78
1186	1265	56	2	27	153	151	22	32	2	2	21	6	6	110	37	37	27	19	12	8	3	39	31	39	41	80
1295	1556	56	3	36	107	88	31	24	3	3	25	9	9	93	32	32	26	25	15	11	4	19	40	52	55	74
1741	1799	56	4	43	123	100	37	27	4	4	30	10	10	99	35	35	30	30	18	13	5	22	49	62	66	88
1333	1573	56	3	37	118	84	31	26	3	3	26	9	9	92	34	33	28	26	16	11	4	19	41	53	56	75
1257	1316	56	3	28	131	112	24	28	2	2	19	7	7	92	32	32	24	20	12	9	3	29	32	41	44	73
1449	1280	56	3	27	136	117	22	29	2	2	19	7	7	92	33	33	24	19	12	8	3	31	31	40	42	73
1250	1215	56	2	25	92	40	21	19	2	2	16	6	6	67	25	25	21	18	11	8	3	9	29	37	39	48
1490	1262	56	2	27	124	105	22	26	2	2	19	6	6	90	32	32	24	19	12	8	3	25	30	39	41	67
1147	1267	56	2	26	127	116	22	27	2	2	19	6	6	92	31	31	24	19	12	8	3	27	31	39	42	68
1488	1573	56	3	36	115	81	31	25	3	3	25	8	8	88	33	32	27	25	16	11	4	18	41	53	56	73
1115	1254	56	2	26	144	109	22	30	2	2	19	6	7	91	35	34	25	19	12	8	3	30	30	39	41	71
1157	1222	56	2	26	118	81	21	25	2	2	18	6	6	84	31	31	24	18	11	8	3	20	29	37	39	59
1247	1639	56	3	39	128	82	33	28	4	3	27	9	8	92	35	34	29	27	16	12	4	19	43	56	59	78
1619	1588	56	3	36	110	72	31	24	3	3	25	8	8	86	31	31	27	25	16	11	4	14	42	53	56	71
1229	1539	56	3	35	130	130	30	29	3	3	25	8	8	105	35	35	27	25	15	11	4	29	40	51	54	84
1344	1496	56	3	34	122	71	29	27	3	3	24	7	7	87	33	33	27	24	14	10	3	17	38	49	52	69
1822	1681	56	4	39	136	117	34	30	3	3	27	9	10	99	35	35	28	28	17	12	4	28	45	57	61	89
961	1142	56	2	23	95	59	19	20	2	2	16	5	5	73	26	26	21	16	10	7	3	13	26	34	36	49
1429	1371	56	3	30	132	93	26	28	3	3	22	7	6	93	34	34	26	21	13	9	3	22	34	44	46	69
1936	1797	56	4	43	126	95	37	28	4	4	29	10	10	94	34	34	28	30	19	13	4	21	49	62	66	87
1407	1754	56	4	42	121	100	36	27	4	4	29	10	10	99	35	34	29	29	18	13	4	22	47	60	64	87
1084	1327	56	3	29	130	104	24	27	2	2	19	7	7	89	32	32	24	20	12	9	3	28	32	42	44	73
1287	1336	56	3	29	129	105	24	27	2	2	20	6	6	91	32	31	25	20	13	9	3	24	33	42	45	69
1678	1653	56	3	39	159	143	33	35	4	4	28	9	9	113	40	40	31	27	17	12	4	36	44	56	59	95
1180	1314	56	2	28	130	100	24	27	2	2	20	6	6	92	33	33	25	20	12	9	3	25	32	41	44	68
911	1130	56	2	23	109	89	19	23	2	2	16	6	5	81	28	28	22	16	10	7	3	22	26	33	35	57
1453	1532	56	3	34	92	71	29	20	3	3	25	9	9	86	30	30	26	24	16	10	4	13	40	51	54	67
1070	1256	56	2	27	93	67	22	20	2	2	18	7	7	79	28	28	22	19	11	8	3	16	30	39	41	57
1076	1324	56	3	28	126	122	24	26	2	2	20	6	6	98	32	32	25	20	13	9	3	28	32	42	44	72
1998	1697	56	4	40	139	123	34	31	4	3	28	9	9	104	37	36	28	28	17	12	4	29	45	58	61	90
1328	1534	56	3	35	130	134	30	29	3	3	25	8	8	108	36	36	28	25	15	11	4	30	40	51	54	84
1373	1500	56	3	34	118	93	29	26	3	3	24	8	8	93	33	33	27	24	15	10	4	21	39	49	52	73
1208	1185	56	2	24	116	98	20	24	2	2	18	6	6	88	30	30	23	17	11	7	3	23	28	36	38	61
1379	1639	56	3	38	120	104	33	26	3	3	26	9	9	96	34	34	27	27	17	12	4	23	43	55	59	82
923	1079	56	2	21	100	77	17	21	1	1	14	5	5	75	27	26	21	15	9	6	2	19	24	31	33	51
1706	1570	56	3	37	116	96	31	26	3	3	25	9	8	96	33	34	28	26	15	11	4	22	41	52	56	77
1581	1661	56	3	39	126	117	33	28	3	3	27	9	9	101	35	34	27	27	17	12	4	26	44	56	60	86
845	1122	56	2	22	87	56	18	18	2	1	15	6	6	71	25	25	20	16	10	7	2	12	26	33	35	47
1284	1467	56	3	33	117	103	28	26	3	3	24	8	8	95	33	33	26	23	14	10	3	24	37	48	51	74
1115	1509	56	3	35	107	68	30	23	3	3	25	8	8	87	31	31	27	24	15	11	4	15	39	50	53	68
1457	1639	56	3	39	118	93	33	26	3	3	27	9	9	96	33	33	28	27	16	12	4	21	43	56	59	80
1067	1596	56	3	37	120	85	32	26	3	3	25	9	9	90	33	33	27	26	16	11	4	20	42	54	57	76
1125	1395	56	3	31	145	155	26	31	3	3	22	7	7	110	35	34	25	21	14	9	4	39	35	45	48	86
1332	1511	56	3	35	113	64	30	25	3	3	25	8	8	86	32	32	28	24	15	11	3	15	39	50	53	68
1261	1207	56	2	25	151	112	21	32	2	2	18	6	6	96	35	35	25	18	11	8	3	32	28	37	39	71
1397	1317	56	2	28	147	132	24	31	2	2	20	7	7	99	34	34	26	20	13	9	3	34	32	41	44	78
1349	1236	56	2	26	144	115	22	30	2	2	19	6	6	96	35	35	26	18	11	8	3	30	30	38	40	71
1185	1343	56	3	29	152	133	25	32	3	2	21	7	7	103	36	36	26	20	13	9	3	35	33	42	45	80
1174	1580	56	3	37	113	76	31	25	3	3	26	8	8	90	33	32	28	26	16	11	4	16	41	53	56	72
1272	1416	56	3	32	106	82	27	23	3	3	22	7	8	90	31	31	25	22	13	10	3	19	36	46	48	67
1289	1410	56	3	31	123	95	27	26	3	3	22	7	7	91	32	32	25	22	13	10	3	22	35	45	48	70
1342	1507	56	3	34	109	73	29	24	3	3	24	9	8	85	31	31	26	24	15	10	4	17	39	50	53	69
1167	1372	56	3	30	123	108	25	26	3	2	21	7	7	92	32	32	25	21	13	9	3	25	34	44	46	72
1653	1590	56	3	37	117	79	32	26	3	3	26	9	9	91	33	33	28	26	16	11	4	18	42	54	57	74
1214	1215	56	2	25	107	76	21	22	2	2	17	6	6	79	28	28	23	18	11	8	3	18	29	37	39	57
1155	1271	56	3	26	107	77	22	22	2	2	18	6	6	78	28	28	23	18	12	8	3	15	31	39	42	57
1621	1572	56	3	36	115	96	31	25	3	3	25	9	9	95	33	33	27	25	16	11	4	22	41	53	56	77
1313	1742	56	4	42	120	100	36	26	4	3	28	10	10	97	35	34	28	29	18	13	4	22	47	60	64	86
1218	1643	56	3	39	106	70	33	23	3	3	27	10	9	90	32	32	28	27	16	12	4	16	43	56	59	75
988	1108	57	2	22	92	59	18	19	2	1	15	5	5	74	26	26	20	15	10	7	3	14	25	32	34	48
1396	1608	57	3	38	114	74	33	25	3	3	26	8	8	93	33	33	27	27	16	12	4	17	42	54	57	74
1237	1474	57	3	33	135	127	28	28	3	3	23	8	8	97	32	32	25	23	15	10	4	30	38	48	51	81
1395	1627	57	3	38	131	92	33	27	3	3	26	9	9	94	34	34	28	27	16	12	4	21	43	55	58	79
1410	1350	57	3	30	133	100	25	28	3	2	21	7	7	92	33	33	26	21	13	9	3	24	33	43	45	70
1326	1210	57	2	25	123	117	21	26	2	2	19	6	6	96	32	32	24	18	11	8	3	27	29	37	39	66
1143	1237	57	2	26	112	87	22	24	2	2	18	6	6	84	29	29	23	18	12	8	3	20	30	38	40	60
1640	1754	57	4	42	131	99	36	29	4	4	28	10	10	96	34	34	28	29	18	13	4	23	47	61	64	87
1122	1217	57	2	26	115	70	21	24	2	2	18	6	6	81	30	30	24	18	11	8	3	18	29	37	39	57
1458	1311	57	3	28	114	82	24	24	2	2	20	7	7	85	31	30	24	20	12	9	3	20	32	41	44	64
1038	1268	57	3	27	103	98	22	22	2	2	19	6	6	90	29	29	23	19	12	8	3	21	31	39	42	63
995	1173	57	2	24	111	91	20	23	2	2	17	6	6	83	29	29	22	17	11	7	3	22	27	35	37	59
1180	1224	57	2	26	122	88	21	26	2	2	18	6	6	83	31	31	24	18	11	8	3	22	29	37	40	62
1811	1880	57	4	45	135	148	39	30	4	4	31	11	11	114	36	36	29	32	20	14	5	33	51	66	70	103
1218	1188	57	2	25	133	102	21	28	2	2	19	5	5	93	34	35	25	17	11	8	3	26	28	36	38	64
1187	1528	57	3	35	116	79	30	26	3	3	23	9	8	85	31	31	26	24	15	11	4	19	40	51	54	72
1333	1464	57	3	33	101	54	28	22	3	3	22	8	8	76	29	29	25	23	15	10	3	12	38	48	51	63
1090	1183	57	2	24	139	116	20	29	2	2	18	5	5	96	34	34	24	17	11	7	3	30	28	35	38	68
1120	1235	57	2	26	120	104	22	25	2	2	19	6	6	90	31	31	24	18	11	8	3	25	30	38	40	65
1247	1681	57	3	39	121	97	34	27	3	3	27	10	10	94	33	34	28	28	17	12	4	22	45	57	61	82
1269	1256	57	2	26	166	139	22	35	2	2	20	6	6	103	37	37	27	18	12	8	3	39	30	39	41	80
1141	1333	57	3	29	124	94	24	26	3	2	21	6	6	88	32	32	25	20	13	9	3	21	33	42	45	65
1374	1648	57	3	39	127	92	34	28	4	3	27	9	9	97	35	35	29	27	16	12	4	21	44	56	59	81
1200	1226	57	3	25	98	57	21	21	2	2	17	6	6	73	26	26	21	18	11	8	3	13	29	37	40	52
1326	1650	57	3	39	117	79	33	26	3	3	27	9	9	90	33	33	28	27	17	12	4	18	44	56	59	77
1209	1553	57	3	35	101	86	30	22	3	3	25	9	9	91	30	30	25	25	16	11	4	17	40	52	55	72
1437	1296	57	3	28	128	103	23	27	2	2	19	7	7	89	32	32	24	19	12	8	3	26	32	40	43	69
1240	1296	57	3	28	119	118	23	25	2	2	20	6	6	98	32	31	24	19	12	8	3	26	31	40	43	69
1312	1507	57	3	34	87	35	29	19	3	3	25	9	9	78	29	28	25	24	15	10	3	8	39	50	53	61
1209	1436	57	3	32	101	64	27	22	3	3	22	8	8	80	30	29	25	22	14	10	3	14	36	47	49	64
1353	1405	57	3	31	169	162	26	35	3	3	23	7	7	116	40	40	28	22	13	9	3	44	35	45	48	92
1746	1668	57	3	40	125	80	34	27	3	3	27	9	9	91	34	34	28	28	17	12	4	19	44	57	60	79
1404	1636	57	3	38	114	73	33	25	3	3	27	9	9	88	32	32	28	27	17	12	4	17	43	56	59	75
